codigo_variable,descripcion,modulo_origen,estatus,criterio,razon_detallada
P3339S5,5. Whatsapp,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3339 (medios de comunicación con maestros). No usada.
P3339S7,6. Interacción personal,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3339 (medios de comunicación con maestros). No usada.
P3339S6,7. Otro,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3339 (medios de comunicación con maestros). No usada.
P3341,17. Durante este AÑO ESCOLAR el hogar pagó: ¿Matriculas para ...?,G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3341S1,17a. Valor,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'matrícula'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3342,18. Durante este AÑO ESCOLAR el hogar pagó: ¿Uniformes para ...?,G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3342S1,18a. Valor,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'pensión'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3343,"19. Durante este AÑO ESCOLAR el hogar pagó: ¿Lista de útiles escolares, compra o alquiler de textos para ...?",G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3343S1,19a. Valor,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'uniformes'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3344,20. El hogar paga por: ¿Pensión para ...?,G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3344S1,20a. Valor Mensual,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'útiles escolares'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3345,21. El hogar paga por: ¿Transporte escolar para ...?,G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3345S1,21a. Valor Mensual,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'libros y materiales'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3346,22. El hogar paga por: ¿Alimentación en el establecimiento educativo para ...?,G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3346S1,22a. Valor Mensual,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'transporte escolar'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3347,"23. EL MES PASADO, ¿el hogar gastó en útiles (papel, lápices, cuadernos etc..) material escolar o fotocopias para ...?",G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3347S1,23a. Valor Mensual,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'alimentación escolar'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P3348,"24. EL MES PASADO, el hogar realizó otros pagos como: bingos, salidas pedagógicas, etc. en el establecimiento educativo para ...?",G - Educación,EXCLUIDA,filtro_binario_de_gasto_educativo,"Pregunta filtro binaria '¿hubo gasto en esta categoría?' (sí/no). Solo es informativa para saber cuándo el valor PxxxxS1 aplica; las 8 categorías de gasto se consolidan directamente en su suma, sin necesidad del filtro binario."
P3348S1,24a. Valor Mensual,G - Educación,EXCLUIDA,exclusion_revisada_gasto_educativo,"Valor pagado en categoría 'otros gastos educativos'. EXCLUIDA tras revisión: el gasto educativo del hogar es una variable de capacidad económica que el análisis no consideró central. La literatura de brecha digital se enfoca primariamente en variables de adopción y competencia (no en monto monetario de gasto). En cascada, `edu_gasto_educativo_persona` y `edu_gasto_educativo_hogar_total` quedan excluidos."
P8610,"25. Durante este AÑO ESCOLAR, ¿... recibió beca en dinero o en especie para estudiar?",G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,¿Recibió beca? No usada como feature de calidad/equidad educativa en el diseño actual.
P8610S1,Valor $,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,"Sub-variable: valor de la beca recibida. Vinculado a P8610 (¿recibió beca?), no usada como feature."
P8610S2,Frecuencia,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: frecuencia de pago de la beca. No usada.
P6229,26. ¿De quién recibió la beca para estudiar?,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,"¿De quién recibió la beca? Variable categórica complementaria a P8610, no usada."
P8612,"27. Durante este AÑO ESCOLAR, ¿ ... recibió subsidio en dinero o en especie para estudiar?",G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,¿Recibió subsidio para estudiar? No usada.
P8612S1,Valor ($),G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: valor del subsidio para estudiar. No usada.
P8612S2,Frecuencia,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: frecuencia del subsidio. No usada.
P6238,28. ¿De quién recibió el subsidio para estudiar?,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,"¿De quién recibió el subsidio? Variable categórica complementaria a P8612, no usada."
P8614,"29. Durante este AÑO ESCOLAR ,¿... ha recibido crédito educativo?",G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,¿Ha recibido crédito educativo? No usada.
P8614S1,Valor ($),G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: valor del crédito educativo. No usada.
P8614S2,Frecuencia,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: frecuencia/condición del crédito. No usada.
P6202,30. ¿Quién le concedió el crédito educativo?,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Entidad que concedió el crédito educativo. No usada.
P781,31. ¿Con quién permanece ... después de asistir al establecimiento educativo o durante la mayor parte del tiempo entre semana?,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,¿Con quién permanece el menor fuera del horario escolar? No usada.
P781S1,No. de orden,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,"Sub-variable: número de orden de la persona con quien permanece el menor. Vinculado a P781 (cuidado del menor fuera del horario), no usada."
P781S2,Sexo:,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Sub-variable: sexo de la persona cuidadora del menor. No usada.
P782,32. ¿Cuántos años tiene esta persona?,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Edad de la persona con quien permanece el menor. No usada.
P783,33. ¿Cuál es el nivel educativo de esta persona?,G - Educación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Nivel educativo de esa persona. No usada.
P3004,34. Cuáles de las siguientes actividades realiza _____ fuera de la jornada escolar:,G - Educación,EXCLUIDA,variable_paraguas_100_nan,"Cabecera de pregunta de respuesta múltiple: Actividades extracurriculares del menor (8 sub-variables). 100% NaN por diseño relacional; la información real vive en las sub-variables Sx, que se procesan por separado."
P3004S1,"1. Participa en cursos, talleres o grupos artísticos (música, teatro, danza, pintura, etc.)",G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S2,"2. Participa en cursos, talleres o gruposde ciencia y tecnología (computación, botánica, robótica, etc.)",G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S3,"3. Asiste a cursos, prácticas o escuelas deportivas (futbol, gimnasia, natación, tenis, atletismo, etc.)",G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S4,4. Participa en grupos de estudio,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S5,5.Sale al parque,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S6,6.Lee libros,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S7,7.Juega,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P3004S8,8.Ninguna de las anteriores,G - Educación,EXCLUIDA,sub_variable_de_paraguas_no_usada,Sub-variable de P3004 (actividades extracurriculares de menores). No incluida en el diseño actual.
P1910,1A. ¿Con qué frecuencia utiliza ... computador de escritorio (en cualquier lugar)?,I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,"Frecuencia de uso de computador de escritorio. Granularidad por dispositivo, no usada (la diversidad de dispositivos resume mejor)."
P1911,1B. ¿Con qué frecuencia utiliza ... computador portátil (en cualquier lugar)?,I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Frecuencia de uso de computador portátil. Idem.
P1912,1C. ¿Con qué frecuencia utiliza ... tableta (en cualquier lugar)?,I - Tecnologías de Información y Comunicación,EXCLUIDA,no_relevante_para_pregunta_de_investigacion,Frecuencia de uso de tableta. Idem.
P1084,2. ¿Con qué frecuencia utiliza _____ internet (en cualquier lugar y desde cualquier dispositivo)?,I - Tecnologías de Información y Comunicación,INCLUIDA,insumo_directo_de_feature,Variable cruda usada como insumo directo del pipeline → tic_frecuencia_uso_internet.
P1710,"3. ¿Cuáles de las siguientes actividades sabe hacer ______ en el computador de escritorio, portátil, tableta o cuando utiliza internet:",I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,"Cabecera de pregunta de respuesta múltiple: Habilidades digitales (12 sub-variables). 100% NaN por diseño relacional; la información real vive en las sub-variables Sx, que se procesan por separado."
P1710S1,"1.Usar procesadores de texto (Word, Google Docs, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S2,"2.Usar las funciones de copiar y pegar para duplicar o mover información entre documentos, dispositivos o en el almacenamiento utilizado través de internet?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S3,"3. Enviar correos electrónicos con archivos adjuntos (documentos, fotos, videos, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S4,"4. Conectar o instalar dispositivos adicionales (ej. impresora, módem, cámara, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S5,"5. Usar fórmulas matemáticas básicas en una hoja de cálculo (Excel, Open Office Calc, etc)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S6,"6. Crear presentaciones mediante un programa especializado para ello (Power Point,Prezi, otros)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S7,"7. Transferir archivos entre dispositivos o por internet (computador, USB, celular, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S8,"8. Buscar, descargar, instalar o configurar programas computacionales (software) o aplicaciones?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S9,9. Utilizar un lenguaje de programación especializado?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S10,"10. Implementar medidas de seguridad efectivas para proteger dispositivos y cuentas de internet (contraseñas fuertes, notificación de intento de conexión, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S11,"11. Limitar la difusión de datos o información personal en dispositivos, cuentas o aplicaciones de internet (nombre, información de contacto, fotografías, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P1710S12,12. Comprobar que las noticias o información que consulta o recibe a través de internet son ciertas o verdaderas?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_indice_habilidades_digitales,"Sub-variable binaria (1=sabe, 2=no) de la pregunta P1710. Las 12 sub-variables S1..S12 se cuentan para construir el feature tic_indice_habilidades_digitales (0-12)."
P765,4. Cuáles de los siguientes dispositivos utiliza ... para acceder a Internet:,I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,"Cabecera de pregunta de respuesta múltiple: Dispositivos de acceso a internet (8 sub-variables). 100% NaN por diseño relacional; la información real vive en las sub-variables Sx, que se procesan por separado."
P765S1,1. Computador de escritorio?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S2,2. Computador portátil?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S3,3. Tableta?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S4,4. Teléfono celular?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S5,"5. Consolas para juegos electrónicos (Play Station, X-box, Wii, PSP, Nintendo, Gameboy, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S6,6. Televisor inteligente?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S7,"7. Reproductores digitales de música video e imagen (MP3, MP4, Ipod)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P765S8,8. Otro,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_dispositivos,"Sub-variable binaria (1=usa este dispositivo, NaN=no marcó) de la pregunta P765. Las 8 sub-variables se cuentan para construir tic_diversidad_dispositivos (0-8)."
P1085,5. ¿En cuáles de los siguientes sitios accede ... a Internet:,I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,Cabecera de pregunta de respuesta múltiple (¿desde dónde accede a internet?). 100% NaN por diseño relacional; la información real vive en las 8 sub-variables P1085S1..S8 que componen el feature derivado `tic_diversidad_lugares_acceso` (a integrar en la fase de código).
P1085S1,1. En el hogar?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'hogar'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S2,2. En el trabajo?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'trabajo'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S3,3. En la institución educativa?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'institución educativa'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S4,4. En centros de acceso público gratis?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'sitio público gratuito'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S5,5. En centros de acceso público con costo (Café Internet)?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'café internet'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S6,"6. En la vivienda de otra persona (pariente, amigo/a, vecino/a)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'casa de otra persona'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S7,7. En desplazamiento de un sitio a otro?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'en desplazamiento (movilidad)'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1085S8,8. Otro sitio?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_lugares_acceso,"Sub-variable binaria (1=accede desde este lugar, NaN=no marcó) — 'otro'. Las 8 sub-variables se cuentan para construir el feature `tic_diversidad_lugares_acceso` (0-8), tercera dimensión de adopción digital (lugar de acceso) complementaria a `tic_diversidad_dispositivos` (qué) y `tic_diversidad_usos_internet` (cómo)."
P1083,6. ¿Para cuáles de los siguientes servicios o actividades utiliza ... Internet:,I - Tecnologías de Información y Comunicación,EXCLUIDA,variable_paraguas_100_nan,"Cabecera de pregunta de respuesta múltiple: Usos de internet (21 sub-variables). 100% NaN por diseño relacional; la información real vive en las sub-variables Sx, que se procesan por separado."
P1083S1,1. Obtener información? (Excluir la búsqueda de información con fines de educación y aprendizaje),I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S2,2. Enviar o recibir correos electronicos?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S3,3. Redes sociales?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S4,4. Comprar/ordenar productos o servicios?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S5,5. Banca electrónica y otros servicios financieros?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S6,6. Educación y aprendizaje?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S7,"7. Trámites con entidades del gobierno (nacional, departamental o municipal)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S8,"8. Descargar software, imágenes, juegos, música o jugar en línea",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S9,"9. Consulta de medios de comunicación (televisión, radio, periódicos, revistas, medios digitales, etc)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S10,"10. Ver televisión, videos, películas u otro contenido audiovisual para entretenimiento",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S12,"11. Buscar trabajo (inscribirse en una plataforma, aplicación o convocatoria de empleo)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S13,"12. Servicios en la nube (guardar información, editar archivos, etc.)?",I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
P1083S14,13. Vender productos o servicios?,I - Tecnologías de Información y Comunicación,INCLUIDA,componente_de_diversidad_usos_internet,"Sub-variable binaria (1=realiza esta actividad, NaN=no marcó) de la pregunta P1083. Las 21 sub-variables se cuentan para construir tic_diversidad_usos_internet (0-21)."
